Indicator,Sub-indicator,Value
Long-run Economic,GDP,0.0013
Long-run Economic,GNP,0.0015
Long-run Economic,Capital Stock,0.0009
Long-run Economic,Wage Rate,0.0045
Long-run Economic,Full-Time Equivalent Jobs,82960
Conventional Revenue,2022,-79.51
Conventional Revenue,2023,-79.09
Conventional Revenue,2024,-78.65
Conventional Revenue,2025,-78.02
Conventional Revenue,2026,-76.34
Conventional Revenue,2027,-74.9
Conventional Revenue,2028,-74.28
Conventional Revenue,2029,-73.54
Conventional Revenue,2030,-72.84
Conventional Revenue,2031,-71.82
Conventional Revenue,2022 - 2031,-758.99
Dynamic Revenue,2022,-72.19
Dynamic Revenue,2023,-71.2
Dynamic Revenue,2024,-70.45
Dynamic Revenue,2025,-69.5
Dynamic Revenue,2026,-67.22
Dynamic Revenue,2027,-65.12
Dynamic Revenue,2028,-64.07
Dynamic Revenue,2029,-63.02
Dynamic Revenue,2030,-61.79
Dynamic Revenue,2031,-60.29
Dynamic Revenue,2022 - 2031,-664.85
2022 Conventional Distribution,0% - 20.0%,0.0033
2022 Conventional Distribution,20.0% - 40.0%,0.003
2022 Conventional Distribution,40.0% - 60.0%,0.0031
2022 Conventional Distribution,60.0% - 80.0%,0.0029
2022 Conventional Distribution,80.0% - 100%,0.0027
2022 Conventional Distribution,80.0% - 90.0%,0.0028
2022 Conventional Distribution,90.0% - 95.0%,0.0029
2022 Conventional Distribution,95.0% - 99.0%,0.0028
2022 Conventional Distribution,99.0% - 100%,0.0024
2022 Conventional Distribution,TOTAL FOR ALL,0.0029
2031 Conventional Distribution,0% - 20.0%,0.0031
2031 Conventional Distribution,20.0% - 40.0%,0.003
2031 Conventional Distribution,40.0% - 60.0%,0.003
2031 Conventional Distribution,60.0% - 80.0%,0.0029
2031 Conventional Distribution,80.0% - 100%,0.0027
2031 Conventional Distribution,80.0% - 90.0%,0.0027
2031 Conventional Distribution,90.0% - 95.0%,0.0028
2031 Conventional Distribution,95.0% - 99.0%,0.0028
2031 Conventional Distribution,99.0% - 100%,0.0025
2031 Conventional Distribution,TOTAL FOR ALL,0.0028
Long-run Dynamic Distribution,0% - 20.0%,0.0044
Long-run Dynamic Distribution,20.0% - 40.0%,0.0042
Long-run Dynamic Distribution,40.0% - 60.0%,0.0042
Long-run Dynamic Distribution,60.0% - 80.0%,0.004
Long-run Dynamic Distribution,80.0% - 100%,0.0036
Long-run Dynamic Distribution,80.0% - 90.0%,0.0038
Long-run Dynamic Distribution,90.0% - 95.0%,0.0039
Long-run Dynamic Distribution,95.0% - 99.0%,0.0038
Long-run Dynamic Distribution,99.0% - 100%,0.003
Long-run Dynamic Distribution,TOTAL FOR ALL,0.0038
