Indicator,Sub-indicator,Value
Long-run Economic,GDP,-0.009588706
Long-run Economic,GNP,-0.009054936
Long-run Economic,Capital Stock,-0.018116108
Long-run Economic,Wage Rate,-0.008155143
Long-run Economic,Full-Time Equivalent Jobs,-186341.6452
Conventional Revenue,2022,76.22142857
Conventional Revenue,2023,94.13428571
Conventional Revenue,2024,103.8985714
Conventional Revenue,2025,113.0185714
Conventional Revenue,2026,114.6542857
Conventional Revenue,2027,115.9528571
Conventional Revenue,2028,119.8585714
Conventional Revenue,2029,123.12
Conventional Revenue,2030,126.0542857
Conventional Revenue,2031,129.0777143
Conventional Revenue,2022 - 2031,1115.990571
Dynamic Revenue,2022,73.32142857
Dynamic Revenue,2023,87.41428571
Dynamic Revenue,2024,92.85857143
Dynamic Revenue,2025,96.91857143
Dynamic Revenue,2026,92.55428571
Dynamic Revenue,2027,86.62285714
Dynamic Revenue,2028,85.41857143
Dynamic Revenue,2029,83.64
Dynamic Revenue,2030,81.56428571
Dynamic Revenue,2031,79.07771429
Dynamic Revenue,2022 - 2031,859.3905714
2022 Conventional Distribution,0% - 20.0%,-0.0066
2022 Conventional Distribution,20.0% - 40.0%,-0.0051
2022 Conventional Distribution,40.0% - 60.0%,-0.0057
2022 Conventional Distribution,60.0% - 80.0%,-0.0058
2022 Conventional Distribution,80.0% - 100%,-0.0111
2022 Conventional Distribution,80.0% - 90.0%,-0.0063
2022 Conventional Distribution,90.0% - 95.0%,-0.0074
2022 Conventional Distribution,95.0% - 99.0%,-0.01
2022 Conventional Distribution,99.0% - 100%,-0.0195
2022 Conventional Distribution,TOTAL FOR ALL,-0.0087
2031 Conventional Distribution,0% - 20.0%,-0.0078
2031 Conventional Distribution,20.0% - 40.0%,-0.006
2031 Conventional Distribution,40.0% - 60.0%,-0.0066
2031 Conventional Distribution,60.0% - 80.0%,-0.0068
2031 Conventional Distribution,80.0% - 100%,-0.0131
2031 Conventional Distribution,80.0% - 90.0%,-0.0074
2031 Conventional Distribution,90.0% - 95.0%,-0.0087
2031 Conventional Distribution,95.0% - 99.0%,-0.012
2031 Conventional Distribution,99.0% - 100%,-0.0232
2031 Conventional Distribution,TOTAL FOR ALL,-0.0102
Long-run Dynamic Distribution,0% - 20.0%,-0.0187
Long-run Dynamic Distribution,20.0% - 40.0%,-0.0164
Long-run Dynamic Distribution,40.0% - 60.0%,-0.0172
Long-run Dynamic Distribution,60.0% - 80.0%,-0.0171
Long-run Dynamic Distribution,80.0% - 100%,-0.0259
Long-run Dynamic Distribution,80.0% - 90.0%,-0.0177
Long-run Dynamic Distribution,90.0% - 95.0%,-0.0197
Long-run Dynamic Distribution,95.0% - 99.0%,-0.0244
Long-run Dynamic Distribution,99.0% - 100%,-0.0402
Long-run Dynamic Distribution,TOTAL FOR ALL,-0.0218
