Indicator,Sub-indicator,Value
Long-run Economic,GDP,0.013956681
Long-run Economic,GNP,0.015793915
Long-run Economic,Capital Stock,0.015914257
Long-run Economic,Wage Rate,0.001045585
Long-run Economic,Full-Time Equivalent Jobs,1460965.425
Conventional Revenue,2022,-257.74
Conventional Revenue,2023,-270.95
Conventional Revenue,2024,-281.1
Conventional Revenue,2025,-296.55
Conventional Revenue,2026,-324.47
Conventional Revenue,2027,-357.39
Conventional Revenue,2028,-372.83
Conventional Revenue,2029,-388.55
Conventional Revenue,2030,-404.1
Conventional Revenue,2031,-426.58
Conventional Revenue,2022 - 2031,-3380.27
Dynamic Revenue,2022,-205.88
Dynamic Revenue,2023,-214.41
Dynamic Revenue,2024,-221.86
Dynamic Revenue,2025,-234.14
Dynamic Revenue,2026,-247.74
Dynamic Revenue,2027,-274.65
Dynamic Revenue,2028,-285.76
Dynamic Revenue,2029,-297.09
Dynamic Revenue,2030,-308.53
Dynamic Revenue,2031,-326
Dynamic Revenue,2022 - 2031,-2616.06
2022 Conventional Distribution,0% - 20.0%,0
2022 Conventional Distribution,20.0% - 40.0%,0.0032
2022 Conventional Distribution,40.0% - 60.0%,0.0091
2022 Conventional Distribution,60.0% - 80.0%,0.0132
2022 Conventional Distribution,80.0% - 100%,0.0274
2022 Conventional Distribution,80.0% - 90.0%,0.0176
2022 Conventional Distribution,90.0% - 95.0%,0.0215
2022 Conventional Distribution,95.0% - 99.0%,0.0269
2022 Conventional Distribution,99.0% - 100%,0.0418
2022 Conventional Distribution,TOTAL FOR ALL,0.0196
2031 Conventional Distribution,0% - 20.0%,0.0002
2031 Conventional Distribution,20.0% - 40.0%,0.0034
2031 Conventional Distribution,40.0% - 60.0%,0.01
2031 Conventional Distribution,60.0% - 80.0%,0.0147
2031 Conventional Distribution,80.0% - 100%,0.0297
2031 Conventional Distribution,80.0% - 90.0%,0.0192
2031 Conventional Distribution,90.0% - 95.0%,0.0234
2031 Conventional Distribution,95.0% - 99.0%,0.0304
2031 Conventional Distribution,99.0% - 100%,0.0445
2031 Conventional Distribution,TOTAL FOR ALL,0.0213
Long-run Dynamic Distribution,0% - 20.0%,0.0107
Long-run Dynamic Distribution,20.0% - 40.0%,0.015
Long-run Dynamic Distribution,40.0% - 60.0%,0.0215
Long-run Dynamic Distribution,60.0% - 80.0%,0.0257
Long-run Dynamic Distribution,80.0% - 100%,0.0409
Long-run Dynamic Distribution,80.0% - 90.0%,0.0302
Long-run Dynamic Distribution,90.0% - 95.0%,0.0346
Long-run Dynamic Distribution,95.0% - 99.0%,0.0417
Long-run Dynamic Distribution,99.0% - 100%,0.0558
Long-run Dynamic Distribution,TOTAL FOR ALL,0.0325
